ISO3,Country,UNICEF Region,Indicator,Data Source,Year,Sex,Age,DISAGG_CATEGORY,DISAGG,Value
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,preschool or none,22.505970001220703
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,preuniversity/technical,26.712461471557617
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,primary,52.740142822265625
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Education,secondary,27.684349060058594
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Residence,Rural,32.97394943237305
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Residence,Urban,23.470932006835938
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 1,20.9403018951416
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 2,22.860429763793945
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 3,26.69744873046875
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 4,30.40886878967285
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-49,Wealth quintile,Quintile 5,34.18716812133789
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,20-24,Age,20-24,24.017866134643555
CUB,Cuba,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,20-24,Age,20-24,31.76608657836914
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-19,Age,15-19,54.345306396484375
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,has ever been married or in union,50.33205032348633
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,secondary,52.28228759765625
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,tertiary,36.64309310913086
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Rural,53.95594787597656
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Urban,47.503997802734375
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 1,55.36944580078125
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 2,50.88909912109375
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 3,50.457252502441406
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 4,48.052947998046875
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 5,40.005096435546875
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,none or less than primary,59.408321380615234
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,primary,55.302589416503906
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,secondary,44.82750701904297
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,tertiary,30.845796585083008
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Rural,47.042694091796875
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Urban,40.313690185546875
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 1,52.56011962890625
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 2,46.418460845947266
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 3,41.555084228515625
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 4,38.98906326293945
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 5,32.938541412353516
DOM,Dominican Republic,Latin America and Caribbean,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,20-24,Age,20-24,43.82880401611328
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-19,Age,15-19,66.6010971069336
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,Quintile 3,70.79131317138672
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,do not know/missing,0.0
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,higher secondary+,60.33702850341797
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,preschool or none,74.15074920654297
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,primary,73.63249206542969
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,secondary,66.46627044677734
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Rural,67.44718933105469
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Urban,64.32969665527344
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 1,71.27371978759766
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 2,68.21565246582031
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 3,67.9090347290039
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 4,64.8516616821289
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 5,58.295318603515625
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,Quintile 3,67.30940246582031
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,do not know/missing,63.158485412597656
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,higher secondary+,58.096221923828125
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,preschool or none,68.75190734863281
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,primary,68.77549743652344
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Education,secondary,63.64466857910156
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Rural,64.51769256591797
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Residence,Urban,63.40065002441406
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 1,68.33922576904297
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 2,66.7113265991211
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 3,65.4283218383789
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 4,64.26297760009766
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-49,Wealth quintile,Quintile 5,56.57935333251953
DZA,Algeria,Middle East and North Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,20-24,Age,20-24,64.33451080322266
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-19,Age,15-19,84.53748321533203
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-19,Age,15-19,81.43976593017578
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,JSS/JHS/middle,87.36370086669922
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,SSS/SHS/ secondary,71.6875
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,higher,49.279476165771484
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,pre-primary or none,84.56866455078125
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Education,primary,92.27964782714844
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Residence,Rural,87.09575653076172
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Residence,Urban,76.92460632324219
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 1,88.96434783935547
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 2,87.49517059326172
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 3,83.4760513305664
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 4,80.88986206054688
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-24,Wealth quintile,Quintile 5,70.52627563476562
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,JSS/JHS/middle,84.15745544433594
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,SSS/SHS/ secondary,70.55428314208984
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,higher,47.68012619018555
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,pre-primary or none,85.52037811279297
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Education,primary,86.29823303222656
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Residence,Rural,79.60987091064453
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Residence,Urban,77.06623077392578
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 1,88.52818298339844
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 2,81.87459564208984
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 3,79.25472259521484
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 4,76.24971771240234
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-24,Wealth quintile,Quintile 5,65.22860717773438
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,JSS/JHS/middle,84.18437194824219
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,SSS/SHS/ secondary,68.88541412353516
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,dk/missing,100.0
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,higher,44.569332122802734
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,pre-primary or none,88.445068359375
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Education,primary,88.21589660644531
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Residence,Rural,86.44841003417969
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Residence,Urban,74.61834716796875
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 1,89.45624542236328
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 2,87.71015167236328
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 3,83.19123840332031
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 4,80.87870025634766
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,15-49,Wealth quintile,Quintile 5,66.2154541015625
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Education,JSS/JHS/middle,80.29217529296875
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Education,SSS/SHS/ secondary,67.54822540283203
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Education,higher,40.86967849731445
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Education,pre-primary or none,84.84526062011719
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Education,primary,83.84517669677734
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Residence,Rural,78.2885971069336
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Residence,Urban,68.84141540527344
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 1,85.97256469726562
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 2,81.0126724243164
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 3,77.5595474243164
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 4,71.99694061279297
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,15-49,Wealth quintile,Quintile 5,57.986961364746094
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Female,20-24,Age,20-24,78.41578674316406
GHA,Ghana,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2018,2018,Male,20-24,Age,20-24,73.87973022460938
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-19,Age,15-19,80.30000305175781
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Education,aucun,86.80000305175781
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Education,primaire,88.80000305175781
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Education,secondaire et plus,68.5
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Residence,Rural,89.19999694824219
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Residence,Urban,72.19999694824219
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Wealth quintile,Quintile 1,96.19999694824219
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Wealth quintile,Quintile 2,84.5999984741211
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Wealth quintile,Quintile 3,87.0
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Wealth quintile,Quintile 4,73.19999694824219
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-24,Wealth quintile,Quintile 5,72.80000305175781
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Education,aucun,87.0999984741211
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Education,primaire,86.4000015258789
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Education,secondaire et plus,67.0
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Residence,Rural,90.0
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Residence,Urban,72.80000305175781
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Wealth quintile,Quintile 1,96.19999694824219
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Wealth quintile,Quintile 2,86.80000305175781
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Wealth quintile,Quintile 3,86.9000015258789
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Wealth quintile,Quintile 4,77.0
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,15-49,Wealth quintile,Quintile 5,71.0999984741211
GIN,Guinea,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2016,2016,Female,20-24,Age,20-24,77.69999694824219
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-19,Age,15-19,83.8149185180664
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Male,15-19,Age,15-19,85.7777328491211
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,pre-primary or none,90.07300567626953
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,primary,87.13047790527344
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Education,secondary +,74.62400817871094
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Rural,91.56341552734375
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Residence,Urban,75.06989288330078
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 1,91.48835754394531
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 2,83.85213470458984
GMB,Gambia,West and Central Africa,Per cent of people expressing discriminatory attitudes towards people living with HIV,Multiple Indicator Cluster Survey 2019,2019,Female,15-24,Wealth quintile,Quintile 3,82.837158203125
